@RELATION Weka

@ATTRIBUTE    charlength  REAL
@ATTRIBUTE    currencycount  REAL
@ATTRIBUTE    numstring  REAL
@ATTRIBUTE    freqword  REAL
@ATTRIBUTE    score   {ham,spam}

@data
28,0,0,1,ham
133,0,0,3,ham
98,0,0,2,ham
135,0,6,2,spam
70,0,0,1,ham
109,0,3,2,spam
41,0,1,1,ham
111,0,2,3,ham
97,0,0,2,ham
89,0,1,2,ham
31,0,0,1,ham
89,0,1,2,ham
155,0,0,2,ham
43,0,0,1,ham
46,0,0,1,ham
111,0,0,3,ham
27,0,0,1,ham
159,0,6,2,spam
175,0,0,2,ham
42,0,0,1,ham
138,0,1,2,ham
50,0,0,1,ham
145,0,7,1,spam
30,0,0,2,ham
49,0,0,1,ham
91,0,1,1,ham
36,0,2,1,ham
30,0,0,1,ham
63,0,0,2,ham
119,0,0,3,ham
132,1,5,2,spam
26,0,0,1,ham
82,0,0,1,ham
160,0,6,2,spam
23,0,0,1,ham
137,2,8,1,spam
53,0,1,1,ham
66,0,0,2,ham
132,2,4,2,spam
62,0,0,1,ham
74,0,0,2,ham
158,0,4,3,spam
93,0,1,2,ham
148,0,1,3,ham
43,0,0,2,ham
150,0,1,1,ham
256,0,0,5,ham
51,0,1,1,ham
21,0,0,1,ham
51,0,0,1,ham
85,0,0,2,ham
94,0,0,2,ham
22,0,0,1,ham
31,0,0,1,ham
24,0,0,1,ham
46,0,0,1,ham
65,0,1,2,ham
32,0,0,1,ham
120,0,0,1,ham
36,0,0,1,ham
71,0,0,2,ham
70,0,0,1,ham
149,0,2,3,spam
166,0,0,3,ham
32,0,0,1,ham
41,0,0,1,ham
153,0,0,2,spam
98,0,0,1,ham
446,0,4,8,ham
150,0,0,2,ham
47,0,0,1,ham
57,0,2,2,ham
154,0,0,2,ham
33,0,0,1,ham
47,0,2,1,spam
27,0,0,1,ham
159,0,2,3,spam
91,0,2,2,ham
39,0,0,1,ham
156,0,6,3,spam
53,0,0,1,ham
88,0,0,1,ham
28,0,0,1,ham
43,0,0,1,ham
44,0,2,1,spam
32,0,0,1,ham
69,0,1,1,ham
30,0,0,1,ham
154,0,0,4,ham
107,0,1,2,ham
101,0,0,2,ham
31,0,0,1,ham
49,0,2,1,ham
281,0,9,5,ham
37,0,0,1,ham
70,0,0,2,ham
114,0,0,2,ham
116,0,1,2,ham
47,0,0,1,ham
27,0,0,1,ham
87,0,0,2,ham
164,2,8,1,spam
88,0,0,2,ham
228,0,1,4,ham
102,0,0,1,ham
162,0,8,2,spam
133,0,0,3,ham
88,0,1,2,ham
36,0,0,1,ham
77,0,0,2,ham
104,0,0,1,ham
156,1,3,2,spam
87,0,0,3,ham
28,0,0,1,ham
130,0,0,2,ham
79,0,0,1,ham
184,0,0,3,ham
53,0,0,1,ham
31,0,0,1,ham
85,0,0,2,ham
77,0,0,1,ham
23,0,0,1,ham
76,0,1,2,ham
28,0,0,1,ham
30,0,0,1,ham
75,0,0,2,ham
36,0,0,1,ham
23,0,0,1,ham
160,0,7,1,spam
33,0,0,2,ham
99,0,0,3,ham
24,0,0,1,ham
67,0,0,2,ham
24,0,0,1,ham
85,0,0,2,ham
28,0,0,1,ham
46,0,0,1,ham
4,0,1,1,ham
55,0,0,1,ham
93,0,0,1,ham
70,0,0,3,ham
86,0,1,1,ham
119,0,4,3,spam
101,0,0,3,ham
157,0,0,5,ham
49,0,0,1,ham
25,0,0,1,ham
35,0,0,1,ham
48,0,0,1,ham
43,0,0,2,ham
27,0,0,1,ham
18,0,0,1,ham
4,0,0,1,ham
142,0,4,3,spam
156,0,3,3,spam
22,0,0,1,ham
69,0,0,1,ham
37,0,0,1,ham
39,0,0,2,ham
134,0,2,3,ham
150,0,2,3,spam
85,0,0,1,ham
116,0,0,2,ham
42,0,0,1,ham
151,0,5,2,spam
164,2,8,1,spam
40,0,0,1,ham
23,0,0,1,ham
61,0,0,1,ham
160,0,4,2,spam
43,0,0,1,ham
109,0,0,2,ham
30,0,0,1,ham
329,0,0,4,ham
91,0,0,2,ham
31,0,0,1,ham
29,0,0,1,ham
22,0,1,1,ham
136,0,5,2,spam
40,0,0,1,ham
29,0,0,2,ham
38,0,0,1,ham
41,0,0,1,ham
51,0,0,2,ham
35,0,1,1,ham
89,0,2,1,ham
51,0,1,1,ham
40,0,0,2,ham
108,0,2,2,ham
141,0,1,5,ham
45,0,0,1,ham
71,0,0,1,ham
146,0,7,1,spam
35,0,0,1,ham
29,0,0,1,ham
143,0,1,3,ham
159,1,2,3,spam
48,0,0,1,ham
21,0,0,1,ham
98,0,0,3,ham
136,0,9,1,ham
155,0,3,2,spam
32,0,0,1,ham
43,0,1,1,ham
48,0,0,2,ham
25,0,0,1,ham
19,0,0,1,ham
133,0,0,3,ham
66,0,0,1,ham
58,0,0,1,ham
119,0,0,1,ham
53,0,1,1,ham
38,0,0,1,ham
45,0,1,1,ham
127,1,6,2,spam
99,0,0,1,ham
77,0,0,2,ham
55,0,0,1,ham
23,0,0,1,ham
21,0,0,1,ham
33,0,0,1,ham
46,0,0,1,ham
23,0,2,2,ham
82,0,0,3,ham
127,1,0,2,ham
74,0,0,2,ham
23,0,0,1,ham
65,0,0,1,ham
324,0,1,12,ham
26,0,1,1,ham
152,0,0,2,ham
45,0,1,1,ham
80,0,0,1,ham
145,0,5,2,spam
51,0,0,1,ham
45,0,1,1,ham
152,0,1,3,ham
42,0,0,2,ham
101,0,0,2,ham
29,0,0,1,ham
63,0,0,1,ham
168,0,0,2,ham
144,1,5,1,spam
109,0,0,1,ham
35,0,0,1,ham
38,0,0,1,ham
49,0,0,1,ham
31,0,0,1,ham
24,0,0,1,ham
156,1,8,1,spam
40,0,0,1,ham
113,0,0,7,ham
119,0,0,2,ham
50,0,4,2,ham
23,0,0,1,ham
47,0,0,1,ham
155,1,7,1,spam
38,0,0,1,ham
157,2,8,2,spam
51,0,0,2,ham
32,0,0,1,ham
125,0,0,2,ham
36,0,0,1,ham
55,0,0,1,ham
23,0,0,1,ham
35,0,0,1,ham
87,0,0,2,ham
71,0,0,2,ham
94,0,1,2,ham
95,0,0,2,ham
51,0,1,1,ham
23,0,0,1,ham
162,0,0,2,ham
82,0,2,1,ham
32,0,0,1,ham
146,0,1,2,ham
121,0,0,2,ham
40,0,0,1,ham
157,1,5,2,spam
27,0,0,1,ham
28,0,0,1,ham
97,0,0,2,ham
159,0,0,3,ham
28,0,0,1,ham
36,0,0,1,ham
64,0,1,1,ham
30,0,0,1,ham
26,0,0,1,ham
189,0,0,2,ham
160,0,0,2,ham
26,0,0,1,ham
29,0,0,1,ham
24,0,0,1,ham
29,0,0,1,ham
47,0,0,2,ham
72,0,1,1,ham
37,0,0,1,ham
125,0,0,1,ham
52,0,0,1,ham
192,0,0,2,ham
126,0,0,2,ham
39,0,0,1,ham
25,0,0,1,ham
35,0,0,1,ham
33,0,0,1,ham
38,0,0,1,ham
156,0,8,2,spam
77,0,0,2,ham
38,0,0,1,ham
17,0,0,1,ham
130,0,0,4,ham
133,0,1,3,ham
40,0,0,2,ham
11,0,0,1,ham
45,0,0,1,ham
67,0,1,1,ham
40,0,0,1,ham
84,0,0,2,ham
100,0,1,4,ham
145,0,0,5,ham
30,0,0,1,ham
2,0,0,1,ham
125,0,0,2,ham
133,0,9,2,ham
56,0,0,1,ham
42,0,0,1,ham
70,0,0,1,ham
50,0,1,1,ham
112,0,3,2,spam
106,0,2,1,spam
157,2,3,2,spam
135,0,0,2,ham
156,0,4,2,spam
46,0,0,1,ham
139,0,0,1,spam
38,0,0,1,ham
46,0,0,1,ham
44,0,0,1,ham
212,0,0,2,ham
51,0,0,1,ham
116,0,0,2,ham
90,0,2,1,spam
160,1,7,3,spam
80,0,0,1,ham
48,0,0,1,ham
42,0,4,1,spam
64,0,0,1,ham
88,0,0,1,ham
161,0,1,2,ham
147,0,0,3,ham
24,0,0,1,ham
101,0,0,2,ham
40,0,0,1,ham
36,0,0,1,ham
26,0,0,1,ham
23,0,0,1,ham
59,0,0,2,ham
104,0,0,2,ham
41,0,0,1,ham
50,0,1,1,ham
40,0,0,1,ham
29,0,0,1,ham
49,0,0,2,ham
45,0,0,1,ham
163,0,0,3,ham
86,0,2,3,ham
129,0,0,1,ham
40,0,0,1,ham
69,0,1,1,ham
28,0,0,1,ham
34,0,0,2,ham
162,0,0,2,ham
23,0,0,1,ham
39,0,0,1,ham
82,0,2,2,ham
36,0,0,1,ham
80,0,1,2,ham
81,0,2,2,ham
10,0,0,1,ham
90,0,0,2,ham
112,0,2,2,ham
40,0,0,1,ham
72,0,0,2,ham
82,0,0,2,ham
37,0,0,1,ham
40,0,0,1,ham
39,0,1,2,ham
22,0,0,1,ham
84,0,0,3,ham
40,0,0,1,ham
45,0,0,1,ham
106,0,1,2,spam
32,0,0,1,ham
97,0,2,1,ham
102,0,0,2,ham
34,0,0,2,ham
22,0,1,1,ham
51,0,0,1,ham
59,0,0,1,ham
33,0,0,1,ham
26,0,0,1,ham
28,0,0,1,ham
32,0,0,1,ham
44,0,1,1,ham
45,0,0,1,ham
90,0,0,1,ham
99,0,2,1,ham
163,1,4,2,spam
70,0,0,2,ham
68,0,0,1,ham
104,0,0,2,ham
37,0,0,1,ham
51,0,0,1,ham
70,0,0,1,spam
23,0,0,1,ham
251,0,0,2,ham
40,0,0,1,ham
38,0,0,1,ham
44,0,0,1,ham
101,0,0,2,ham
108,0,3,1,spam
27,0,0,1,ham
22,0,0,1,ham
120,0,0,1,ham
157,0,2,3,spam
51,0,1,2,ham
147,0,5,2,spam
17,0,1,1,ham
49,0,0,1,ham
89,0,0,2,ham
85,0,3,1,spam
156,1,3,2,spam
143,1,5,1,spam
7,0,0,1,ham
26,0,0,1,ham
3,0,0,1,ham
79,0,0,1,ham
35,0,0,1,ham
122,0,0,3,ham
54,0,0,1,ham
74,0,0,1,ham
50,0,0,1,ham
25,0,0,1,ham
61,0,1,1,ham
35,0,0,1,ham
31,0,0,1,ham
149,1,5,1,spam
79,0,0,1,ham
169,0,7,3,ham
135,0,0,2,ham
33,0,0,1,ham
145,0,3,2,spam
23,0,0,1,ham
43,0,1,1,ham
23,0,0,1,ham
65,0,1,2,ham
161,1,4,2,spam
65,0,0,1,ham
155,0,0,4,ham
118,0,0,3,ham
58,0,0,2,ham
158,0,6,1,spam
34,0,0,1,ham
45,0,1,1,ham
155,0,0,2,ham
148,0,8,1,spam
36,0,0,1,ham
82,0,0,1,ham
40,0,0,1,ham
127,0,0,3,ham
149,0,1,4,ham
38,0,0,1,ham
58,0,0,1,ham
61,0,0,2,ham
24,0,0,1,ham
39,0,0,1,ham
25,0,0,1,ham
69,0,0,2,ham
33,0,0,1,ham
245,0,0,7,ham
139,0,1,3,ham
166,0,0,2,ham
122,0,0,3,ham
56,0,0,1,ham
32,0,0,1,ham
35,0,0,1,ham
35,0,0,1,ham
23,0,0,1,ham
153,1,9,1,spam
103,0,0,4,ham
134,0,7,1,spam
68,0,0,1,ham
49,0,0,2,ham
25,0,0,1,ham
64,0,0,1,ham
60,0,0,1,ham
40,0,0,1,ham
113,0,1,3,ham
28,0,0,1,ham
329,0,0,4,ham
54,0,0,2,ham
90,0,6,1,spam
158,0,0,4,ham
26,0,0,1,ham
160,2,7,2,spam
21,0,0,1,ham
40,0,0,1,ham
38,0,0,1,ham
154,0,0,2,ham
45,0,0,1,ham
42,0,0,1,ham
160,0,1,2,spam
34,0,0,1,ham
87,0,0,2,ham
43,0,0,2,ham
51,0,0,1,ham
91,0,0,2,ham
27,0,0,1,ham
98,0,0,1,ham
153,0,4,3,ham
63,0,0,2,ham
273,0,1,3,ham
22,0,0,1,ham
66,0,0,1,ham
33,0,0,2,ham
70,0,0,2,ham
96,0,1,2,ham
19,0,1,1,ham
67,0,0,2,ham
12,0,0,1,ham
147,0,4,2,spam
161,1,7,2,spam
37,0,0,1,ham
57,0,0,1,ham
125,0,0,1,ham
26,0,0,2,ham
